ConditionCode,Condition,Address,StoreName,Classify,Lat,Long
1,영업/정상,서울특별시 강남구 언주로 123 (도곡동 개포한신아파트),롯데슈퍼 도곡점,구분없음,204254.782968629,442744.847670936
1,영업/정상,서울특별시 강남구 강남대로128길 128-20 1층 101104106호 (논현동 영동프라자),(주)지에스리테일 GS슈퍼 강남 논현점,구분없음,202023.395227792,445302.915908145
1,영업/정상,서울특별시 강남구 삼성로 150 (대치동 한보미도맨션),한보종합상가,그 밖의 대규모점포,205886.286776047,443467.611815598
1,영업/정상,서울특별시 강남구 역삼로 310 (역삼동),한솔필리아,그 밖의 대규모점포,204213.643236507,444113.028210915
1,영업/정상,서울특별시 강남구 압구정로2길 46 (신사동),강남시장,복합쇼핑몰,201757.494098748,446282.45446652
1,영업/정상,서울특별시 강남구 봉은사로33길 33 (논현동),논현종합시장,그 밖의 대규모점포,203005.088001821,445311.309960952
1,영업/정상,서울특별시 강남구 언주로 726 (논현동 두산빌딩),두산아케이드,그 밖의 대규모점포,203050.783890109,446316.514036122
1,영업/정상,서울특별시 강남구 양재대로55길 6 (일원동 도시개발아파트),수서1-2단지상가,그 밖의 대규모점포,207748.487100942,443240.945026406
1,영업/정상,,진솔물산,그 밖의 대규모점포,202557.007830645,443648.622539856
1,영업/정상,서울특별시 강남구 압구정로 165 (압구정동 현대백화점본점),(주)현대백화점 본점,백화점,202358.505687227,447232.955697694
1,영업/정상,서울특별시 강남구 테헤란로 517 (삼성동 무역센터현대백화점),현대백화점 무역센터점,백화점,205210.358779172,445154.42225208
1,영업/정상,서울특별시 강남구 압구정로 343 (압구정동 갤러리아백화점),갤러리아백화점(서관),백화점,203470.848439305,447369.579851952
1,영업/정상,서울특별시 강남구 압구정로46길 5-2 (신사동),홈플러스 익스프레스 압구정점,구분없음,203191.25706078,447312.903662969
1,영업/정상,서울특별시 강남구 압구정로18길 25 (신사동 한국산업양행빌딩),(주)지에스리테일 신사점,구분없음,202167.012989943,446808.075588622
2,휴업,,금강상가,그 밖의 대규모점포,202485.226490575,447521.520319158
2,휴업,,(주)신세계마트 이마트 역삼점,대형마트,204213.643236507,444113.028210915
2,휴업,,(주)현대백화점 동호스토아,백화점,202485.226490575,447521.520319158
2,휴업,,남서울종합상가,그 밖의 대규모점포,,
2,휴업,,(주)금강개발산업,그 밖의 대규모점포,202485.226490575,447521.520319158
3,폐업,서울특별시 강남구 도산대로85길 30 (청담동),청담제일시장,그 밖의 대규모점포,204391.42543100000,447439.75242100000
﻿3,폐업,서울특별시 강남구 봉은사로72길 39 (삼성동),삼성종합시장,시장,204582.09981345,445311.806281605
3,폐업,서울특별시 강남구 역삼로52길 14 (역삼동),역삼시장,시장,204170.278135097,444036.656041328
3,폐업,서울특별시 강남구 역삼로52길 14 (역삼동),역삼시장,그 밖의 대규모점포,204170.278135097,444036.656041328
3,폐업,서울특별시 강남구 광평로51길 49 (수서동 주공아파트),수서종합상가,그 밖의 대규모점포,208789.626026494,443219.258555294
3,폐업,,서울상록회관,대형마트,203746.537598441,444628.07813453
3,폐업,서울특별시 강남구 역삼로 310 (역삼동),(주)신세계마트 이마트 역삼점,대형마트,204213.643236507,444113.028210915
3,폐업,서울특별시 강남구 도산대로 442 (청담동),SSG Food Market 백화점,백화점,203789.588128352,446796.128299612
3,폐업,서울특별시 강남구 논현로 468 (역삼동),롯데쇼핑(주)롯데슈퍼 역삼점,,,
3,폐업,서울특별시 강남구 도산대로35길 39 (신사동),롯데슈퍼 압구정점,구분없음,202612.708410687,446806.733541327
3,폐업,서울특별시 강남구 학동로4길 15 (논현동),영동시장,그 밖의 대규모점포,202010.0103397,445368.131754546
3,폐업,,미씨-860,그 밖의 대규모점포,206970.919291372,443574.411625824
3,폐업,,(주)재능스스로마트,그 밖의 대규모점포,204254.782968629,442744.847670936
3,폐업,서울특별시 강남구 학동로43길 38 지하2층 (논현동 논현웰스톤),(주)지에스리테일 논현점,구분없음,203292.307005445,446247.511537864
4,취소/말소/만료/정지/중지,,일원마트,그 밖의 대규모점포,207614.091005038,443297.031452896
1,영업/정상,서울특별시 강남구 테헤란로 231 센터필드 (역삼동),더 샵스 앳 센터필드 (THE SHOPS AT CENTERFIELD),그 밖의 대규모점포,203599.062771687,444556.062267296
1,영업/정상,서울특별시 송파구 올림픽로 435 (신천동 파크리오아파트),(주)지에스리테일 잠실파크리오점,구분없음,209995.612788762,446691.34604437
1,영업/정상,서울특별시 송파구 오금로46길 49 (가락동),(주)지에스리테일 송파가락점,구분없음,211693.932828168,443503.427857478
1,영업/정상,서울특별시 송파구 올림픽로 300-0 (신천동),롯데하이마트 월드타워점,전문점,209074.900840074,445657.80932984
1,영업/정상,서울특별시 송파구 올림픽로 203 (잠실동),(주)지에스리테일 잠실점,구분없음,208187.623477261,445589.718583334
1,영업/정상,서울특별시 송파구 올림픽로 300 (신천동),롯데월드몰,쇼핑센터,209074.900840074,445657.80932984
1,영업/정상,서울특별시 송파구 마천로45길 23 (마천동),마천시장,그 밖의 대규모점포,213247.196130934,444020.568495222
1,영업/정상,서울특별시 송파구 올림픽로4길 40 (잠실동),프리마 쇼핑센타,그 밖의 대규모점포,206397.34797252,444963.233863255
1,영업/정상,서울특별시 송파구 석촌호수로 133 (잠실동),홈플러스(주)익스프레스 잠실점,구분없음,208045.233042977,445054.410833743
1,영업/정상,서울특별시 송파구 가락로28길 7 (송파동),홈플러스(주) 익스프레스 송파점,구분없음,210264.355667851,444937.580211197
1,영업/정상,서울특별시 송파구 가락로 103 (석촌동),엄마손상가,그 밖의 대규모점포,209440.726523187,444369.495694674
1,영업/정상,서울특별시 송파구 충민로 10 (문정동),가든파이브 툴,쇼핑센터,210535.08961600000,442137.57867400000
1,영업/정상,서울특별시 송파구 충민로 66 (문정동),가든파이브 라이프,그 밖의 대규모점포,211053.11951800000,442026.98878300000
1,영업/정상,서울특별시 송파구 마천로 315 (마천동),송파쇼핑센타,그 밖의 대규모점포,213279.781081276,443674.682876425
1,영업/정상,서울특별시 송파구 올림픽로 203 (잠실동),잠실중앙상가,그 밖의 대규모점포,208187.623477261,445589.718583334
1,영업/정상,서울특별시 송파구 양재대로72길 5 (오금동),올림픽파크동부센트레빌 상가,그 밖의 대규모점포,211217.0019233,445334.151660974
1,영업/정상,서울특별시 송파구 가락로 183 (송파동),한화건설 송파지점,그 밖의 대규모점포,210057.912138022,444767.367639796
1,영업/정상,서울특별시 송파구 동남로 189 (가락동),쌍용프라자 상가,그 밖의 대규모점포,211259.909777857,443711.702922024
1,영업/정상,서울특별시 송파구 올림픽로35가길 16 (신천동),홈플러스(주)잠실점,대형마트,209039.148023482,446007.966801057
1,영업/정상,서울특별시 송파구 올림픽로 240 (잠실동),롯데하이마트잠실점,전문점,208589.363343145,445455.90405262
1,영업/정상,서울특별시 송파구 동남로 189 (가락동 쌍용아파트),(주)지에스리테일 송파점,구분없음,211259.909777857,443711.702922024
1,영업/정상,서울특별시 송파구 오금로31가길 20 (방이동 대림아파트),(주)지에스리테일 방이점,구분없음,210908.984532034,445042.920252223
1,영업/정상,서울특별시 송파구 양재대로 1222 (방이동),올림픽프라자상가,그 밖의 대규모점포,211619.368009793,445963.384875409
1,영업/정상,서울특별시 송파구 올림픽로 212 (잠실동),갤러리아팰리스 아케이드,그 밖의 대규모점포,208233.926974585,445435.257647797
1,영업/정상,서울특별시 오금로 512,홈플러스(주)익스프레스 거여점,구분없음,212800.699970729,443397.261935451
1,영업/정상,서울특별시 송파구 백제고분로34길 3 (석촌동),롯데쇼핑(주)롯데슈퍼석촌점,구분없음,208675.812751826,444446.053485778
1,영업/정상,서울특별시 송파구 양재대로72길 5 (오금동),농협하나로마트방이역점,구분없음,211217.0019233,445334.151660974
1,영업/정상,서울특별시 송파구 중대로9길 35 (가락동),(주)이마트에브리데이 가락동점,구분없음,210391.461980814,443796.02703891
1,영업/정상,서울특별시 송파구  올림픽로51길  52 (풍납동),홈플러스(주)익스프레스 풍납점,구분없음,210378.825036871,447916.043934269
1,영업/정상,서울특별시 송파구 백제고분로 207 (삼전동 제이 플레이스),홈플러스 익스프레스 삼전역점,구분없음,207875.596264658,444672.586038194
1,영업/정상,서울특별시 송파구 송파대로 345 (가락동 헬리오시티),이마트에브리데이 송파점,구분없음,209394.231297346,443951.236927017
2,휴업,서울특별시 송파구 송파대로 562 (신천동),주-한화유통,그 밖의 대규모점포,208730.633457015,445905.025545443
3,폐업,서울특별시 송파구 석촌호수로 156 (삼전동),(주)지에스리테일 삼전점,구분없음,208280.534908805,444954.935453176
3,폐업,서울특별시 송파구 오금로32길 32 (송파동),(주)지에스리테일 송파2점,구분없음,210432.726398095,444603.003663184
3,폐업,서울특별시 송파구 법원로 55 상가D동 401외 5호 (문정동 송파아이파크),노브랜드 문정점,구분없음,210697,441990
3,폐업,서울특별시 송파구 올림픽로 300 (신천동),롯데면세점 월드타워점,전문점,209074.900840074,445657.80932984
﻿3,폐업,,석우종합시장,그 밖의 대규모점포,,
3,폐업,서울특별시 송파구 올림픽로35길 124 (신천동),장미종합상가,그 밖의 대규모점포,208707.089897534,446299.352775446
3,폐업,서울특별시 송파구 새말로 176 (문정동),주-화신유통,,211632.462045386,442617.382308292
3,폐업,서울특별시 송파구 오금로 507 (거여동),롯데쇼핑(주)롯데슈퍼거여점,구분없음,212769.337053978,443460.333645388
3,폐업,서울특별시 송파구 새말로 136 (문정동),(주)지에스리테일 문정점,구분없음,211350.099419457,442328.447083979
3,폐업,서울특별시 송파구 백제고분로 387 (송파동),홈플러스익스프레스 송파2점,구분없음,209522.43324123,444926.099764329
3,폐업,서울특별시 송파구 중대로 135 (가락동),가락동포스코주상복합상가,그 밖의 대규모점포,210758.119119654,443662.956402309
3,폐업,서울특별시 송파구 올림픽로 212 (잠실동),갤러리아 잠실점,그 밖의 대규모점포,208233.926974585,445435.257647797
3,폐업,서울특별시 송파구 백제고분로 207 (삼전동),홈플러스(주)익스프레스 삼전점,구분없음,207869.041788408,444656.547305861
3,폐업,서울특별시 송파구 올림픽로 203 (잠실동),(유)잠실중앙상가,그 밖의 대규모점포,208187.623477261,445589.718583334
1,영업/정상,서울특별시 송파구 동남로20길 24 (가락동),롯데프레시송파가락가맹점,구분없음,211822.100655974,443697.739713172
1,영업/정상,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 지하1층 108-119128호 (고덕동),지에스 더프레시(GS THE FRESH) 고덕그라시움점,구분없음,214293.085340515,450636.626425939
1,영업/정상,서울특별시 강동구 올림픽로 572 상가동 1층 101102호 (성내동 코오롱 2차아파트),이마트에브리데이 성내점,구분없음,210694.989265395,447815.986328694
1,영업/정상,서울특별시 강동구 양재대로89길 16 (성내동),파크프라자 상가,그 밖의 대규모점포,211838.35431041,447195.676766748
1,영업/정상,서울특별시 강동구 천호대로 1017 (천호동),(주)이마트천호점,대형마트,211025.924972294,448495.189151526
1,영업/정상,,천호신시장,시장,211252.735515916,448823.39875114
1,영업/정상,서울특별시 강동구 천호대로162길 34 (성내동),이안강동주상복합상가,그 밖의 대규모점포,211238.661063855,448150.595848877
1,영업/정상,서울특별시 강동구 진황도로 99 (길동),강동한신휴플러스,그 밖의 대규모점포,212081.019857419,448209.124823551
1,영업/정상,서울특별시 강동구 양재대로 1571 (천호동),홈플러스 강동점,대형마트,212501.369116329,449282.31038379
1,영업/정상,서울특별시 강동구 양재대로124길 32 (길동),동서울오네뜨상가,그 밖의 대규모점포,212624.891449347,448937.811380947
1,영업/정상,서울특별시 강동구 양재대로 1630 (명일동),(주)지에스리테일 명일점,구분없음,212676.162193508,449910.881572138
1,영업/정상,서울특별시 강동구 천호대로 1005 (천호동 현대백화점),현대백화점 천호점,백화점,210931.643485,448522.079827
1,영업/정상,서울특별시 강동구 고덕로 276 (명일동),(주)이마트명일점,대형마트,213700.877714971,450278.100930843
1,영업/정상,서울특별시 강동구 고덕로 99 (암사동),(주)이마트에브리데이 암사동점,구분없음,211970.119823136,450308.559655461
1,영업/정상,서울특별시 강동구  고덕로62길  55 (명일동),주양쇼핑,그 밖의 대규모점포,213493.90717524,450038.847319845
1,영업/정상,서울특별시 강동구 고덕로 133 (암사동),(주)지에스리테일 암사캐슬점,구분없음,212334.9584644,450346.790651613
1,영업/정상,서울특별시 강동구 고덕로24길 50 (암사동),홈플러스(주) 익스프레스 암사점,대형마트,211868.244314608,450020.355211693
1,영업/정상,서울특별시 강동구 풍성로 138 (성내동),홈플러스(주) 익스프레스 성내점,구분없음,211185.497701374,447670.852055872
1,영업/정상,서울특별시 강동구 고덕로 210 (명일동),(주)이마트에브리데이 명일동점,구분없음,213048.692179757,450124.105734971
1,영업/정상,서울특별시 강동구 양재대로 1486 (길동),홈플러스(주)익스프레스 길동점,구분없음,212349.37381605,448466.105629578
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,천호신시장,그 밖의 대규모점포,211252.735515916,448823.39875114
2,휴업,,신세계이마트천호점,그 밖의 대규모점포,,
2,휴업,,천호신시장,그 밖의 대규모점포,211252.735515916,448823.39875114
2,휴업,,동서울시장,그 밖의 대규모점포,211265.331889504,448886.316858581
1,영업/정상,서울특별시 강동구 올림픽로 528 (성내동),(주)농협유통 하나로마트 성내점,구분없음,210566.875626134,447402.629676369
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,동아코아,쇼핑센터,211055.486155787,448786.697371515
2,휴업,,천호시장,그 밖의 대규모점포,211196.195653708,448722.851784118
2,휴업,,이천일아울렛 천호점,그 밖의 대규모점포,211055.486155787,448786.697371515
2,휴업,,현대프라자,그 밖의 대규모점포,211336.172451748,448556.794492412
2,휴업,,킴스클럽,대형마트,211750.89622364,448202.632546787
2,휴업,,이마트천호점,대형마트,211025.924972294,448495.189151526
3,폐업,서울특별시 강동구 양재대로 1330 (둔촌동),(주)지에스리테일 둔촌점,구분없음,211979.520569314,446932.653730601
3,폐업,서울특별시 강동구 고덕로62길 55 지하1층 (명일동),(주)지에스리테일 주양점,구분없음,213493.90717524,450038.847319845
3,폐업,서울특별시 강동구 구천면로 205 (천호동),천호시장,그 밖의 대규모점포,211196.195653708,448722.851784118
3,폐업,서울특별시 강동구 진황도로 18 (천호동),현대프라자,그 밖의 대규모점포,211336.172451748,448556.794492412
﻿3,폐업,서울특별시 강동구 양재대로 1330 (둔촌동),둔촌종합상가,그 밖의 대규모점포,211979.520569314,446932.653730601
3,폐업,서울특별시 강동구 풍성로63길 84 (둔촌동),롯데쇼핑(주)롯데슈퍼둔촌점,대형마트,212334.69890736,447728.865137096
3,폐업,,양지종합시장,시장,212082.014198045,450348.793644384
3,폐업,서울특별시 강동구 올림픽로80길 58 (천호동),동서울시장,시장,211265.331889504,448886.316858581
3,폐업,서울특별시 강동구 구천면로 317 (암사동),(주)지에스리테일 암사점,구분없음,211856.46923171,449540.660436957
3,폐업,,롯데슈퍼암사가맹점,대형마트,211466.885452018,450264.276387605
3,폐업,서울특별시 강동구 양재대로 1330 지하1층 (둔촌동 둔촌종합상가),(주)농협유통 하나로마트 둔촌점,구분없음,211979.520569314,446932.653730601
3,폐업,서울특별시 강동구 천호대로 1078 (성내동),롯데쇼핑㈜롯데슈퍼강동점,구분없음,211532.353686299,448182.588454494
4,취소/말소/만료/정지/중지,,삼성테드크(주)홈플러스강동점,대형마트,212501.369116329,449282.31038379
1,영업/정상,서울특별시 강동구 진황도로 12 (천호동),천호코오롱상가,그 밖의 대규모점포,211279.030241561,448548.819716671
1,영업/정상,,신세계 이마트 명일점,대형마트,213700.877714971,450278.100930843
1,영업/정상,,양지종합시장,시장,212082.014198045,450348.793644384
1,영업/정상,서울특별시 용산구 서빙고로 17 용산해링턴스퀘어 C동 1층 111~115호 (한강로3가),GS THE FRESH 용산해링턴점,구분없음,197071.403205622,447073.62284187
1,영업/정상,서울특별시 용산구 백범로 341 (원효로1가),롯데쇼핑(주)롯데슈퍼원효로점,구분없음,197101.127488725,448437.06789045
1,영업/정상,,롯데백화점 에비뉴엘 월드타워점,백화점,209074.900840074,445657.80932984
1,영업/정상,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 (신천동),롯데쇼핑(주) 롯데마트 월드타워점,대형마트,209074.900840074,445657.80932984
1,영업/정상,서울특별시 송파구 가락로 183 1층 67호 (송파동),롯데쇼핑(주)롯데슈퍼송파점,구분없음,210057.912138022,444767.367639796
1,영업/정상,서울특별시 송파구 강동대로9길 20 (풍납동),롯데쇼핑(주)롯데슈퍼풍납점,구분없음,210274.185529862,447307.649759292
1,영업/정상,서울특별시 송파구 올림픽로32길 20 (방이동),롯데쇼핑(주)롯데슈퍼방이점,구분없음,209576.621957045,445779.100983519
1,영업/정상,서울특별시 송파구 올림픽로 111 (잠실동),롯데쇼핑(주)롯데슈퍼신천점,구분없음,207270.219021574,445550.277249649
1,영업/정상,서울특별시 송파구 석촌호수로 61 (잠실동),롯데쇼핑(주)롯데슈퍼잠실3동점,구분없음,207553.918225133,445383.338011122
1,영업/정상,서울특별시 송파구 올림픽로 269 (신천동),롯데캐슬플라자,쇼핑센터,208836.192051204,445807.727388799
1,영업/정상,서울특별시 송파구 중대로 80 (문정동),롯데쇼핑(주)롯데마트 송파점,대형마트,210343.699256005,443288.284974717
1,영업/정상,서울특별시 송파구 올림픽로 240 (잠실동),롯데마트(주) 롯데마트 제타플렉스,복합쇼핑몰,208589.363343145,445455.90405262
1,영업/정상,서울특별시 송파구 올림픽로 240 (잠실동),롯데백화점 잠실점,백화점,208589.363343145,445455.90405262
1,영업/정상,서울특별시 한강대로77길 12,롯데프레시 갈월점,구분없음,197443.881826007,448884.957554763
3,폐업,서울특별시 용산구 이촌로 352 (용산동6가),롯데쇼핑(주)롯데슈퍼 신동아점,구분없음,198622.89264988,446114.155238838
3,폐업,서울특별시 송파구 송파대로 111-0 (문정동),롯데프리미엄푸드마켓 문정점,구분없음,210966,442050
1,영업/정상,,롯데쇼핑(주) 롯데마트 서초점,대형마트,200438.992861987,443124.594422616
1,영업/정상,서울특별시 강서구 강서로 267 (내발산동),롯데쇼핑(주)롯데슈퍼 우장산점,그 밖의 대규모점포,185431.066605778,449714.813765198
1,영업/정상,서울특별시 강서구 방화대로34길 83 (방화동),롯데쇼핑(주)롯데슈퍼 방화점,그 밖의 대규모점포,184102.782470646,452097.370050563
1,영업/정상,서울특별시 강서구 강서로 43 (화곡동),롯데쇼핑(주)롯데슈퍼화곡점,그 밖의 대규모점포,186366.013413728,447719.836723478
1,영업/정상,서울특별시 양천로6길 15,롯데쇼핑(주)롯데슈퍼개화산점,그 밖의 대규모점포,182944.731406147,452207.427296372
1,영업/정상,서울특별시 강서구 강서로56길 17 (등촌동),(주) 이랜드리테일 강서점,백화점,185824.428508883,450866.252126246
1,영업/정상,서울특별시 강서구 하늘길 38 (방화동 롯데몰 김포공항),롯데몰 김포공항,쇼핑센터,182524.823835629,451438.25089679
1,영업/정상,서울특별시 용산구 청파로 112 나진상가 (한강로3가),용산라이프시티피에프브이 주식회사,전문점,196727.535753619,447868.128308607
1,영업/정상,서울특별시 강남구 도곡로 401 (대치동),롯데백화점(강남점),백화점,204669.543366778,443873.621189048
1,영업/정상,서울특별시 강동구 구천면로 189 (천호동),이천일아울렛 천호점,그 밖의 대규모점포,211055.486155787,448786.697371515
1,영업/정상,서울특별시 중구 남대문시장10길 2 (회현동1가메사빌딩),신세계백화점메사점,쇼핑센터,198129.435542814,450900.239718295
1,영업/정상,서울특별시 중구 장충단로 275 (을지로6가),두타몰,그 밖의 대규모점포,200703.625559248,451836.458256618
1,영업/정상,서울특별시 중구 장충단로 282-10 (신당동),남평화상가(주),그 밖의 대규모점포,200894.478544376,451877.080833985
1,영업/정상,서울특별시 중구 소공로 63 (충무로1가신세계백화점건물),신세계백화점,백화점,198263.90839194,450960.762964932
1,영업/정상,서울특별시 동대문구 이문로 88 (이문동),롯데쇼핑(주) 롯데마켓 999 이문점,복합쇼핑몰,205170.935816792,454707.524142172
1,영업/정상,서울특별시 동대문구 한천로46길 42 (장안동),롯데쇼핑(주) 롯데슈퍼 장안점,구분없음,206176.178625746,453248.09724644
1,영업/정상,서울특별시 동대문구 사가정로 148 (전농동 SK아파트),롯데쇼핑(주) 롯데슈퍼 전농점,구분없음,205271.704936121,452706.897879436
1,영업/정상,서울특별시 서초구 잠원로 51 (잠원동),뉴코아아울렛,전문점,200576.608647619,445241.8984183
1,영업/정상,서울특별시 서초구 잠원로 37-6 (잠원동 뉴코아백화점빌딩),뉴코아백화점,백화점,200367.985010323,445207.663497148
1,영업/정상,서울특별시 구로구 중앙로1길 36 (고척동),이천일 아울렛 구로점,그 밖의 대규모점포,187785.840457798,443997.135869884
1,영업/정상,서울특별시 서초구 잠원로 69 (잠원동),킴스클럽,대형마트,200576.608647619,445335.667245506
1,영업/정상,서울특별시 동대문구 왕산로 214 (전농동),롯데쇼핑(주)롯데마트 청량리점,대형마트,204081.282117393,453187.395154017
﻿1,영업/정상,서울특별시 동대문구 왕산로 214 (전농동),롯데백화점 청량리역사점,백화점,204081.282117393,453187.395154017
1,영업/정상,서울특별시 영등포구 선유로 138 (양평동3가),롯데쇼핑(주) 롯데마트 양평점,대형마트,190352.321686588,447095.641206789
1,영업/정상,서울특별시 금천구 시흥대로 291(독산동 금천롯데캐슬골드파크3차),롯데쇼핑(주) 금천 독산점,쇼핑센터,,
1,영업/정상,서울특별시 중구 다산로 56 제지2층 제비203호 (신당동 남산정은스카이아파트),롯데쇼핑(주)롯데슈퍼신당점,그 밖의 대규모점포,200611.681337882,449633.135193962
1,영업/정상,서울특별시 중구 명동8나길 47 (충무로1가),롯데쇼핑(주)롯데슈퍼명동점,그 밖의 대규모점포,198364.631775078,450975.950410804
1,영업/정상,서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬프레지던트),롯데프리미엄푸드마켓 공덕점,구분없음,195564.375757848,449186.933273231
1,영업/정상,서울특별시 마포구 큰우물로 3 (대흥동),롯데슈퍼 대흥점,구분없음,194648.759340948,449239.314703653
1,영업/정상,서울특별시 중구 청파로 426 (봉래동2가),롯데쇼핑(주)롯데마트서울역점,대형마트,197243.215346366,450655.104239931
1,영업/정상,서울특별시 금천구 두산로 71 (독산동),롯데쇼핑(주) VIC 마켓 금천점,대형마트,190704.904312713,440940.384414334
1,영업/정상,서울특별시 영등포구 영중로 125 (영등포동8가),롯데쇼핑(주) VIC마켓 영등포점,대형마트,191503.386111551,447289.548355449
1,영업/정상,서울특별시  봉천로 209,롯데쇼핑(주) 관악점,백화점,193301.885808714,443151.561302292
1,영업/정상,서울특별시 영등포구 영중로 9 (영등포동4가 신세계백화점),(주)신세계 타임스퀘어점,백화점,191581.500265536,446108.807192753
1,영업/정상,서울특별시 중구 남대문로 81 (소공동),롯데백화점 본점,백화점,198259.65357739,451392.198218657
1,영업/정상,서울특별시 중구 남대문로 67 (남대문로2가),롯데쇼핑본점영플라자,백화점,198315.532747026,451248.141599825
1,영업/정상,서울특별시 광진구 광나루로56길 85 (구의동),롯데쇼핑(주)롯데마트 강변점,복합쇼핑몰,208394.416382167,448165.279999905
1,영업/정상,서울특별시 성북구 오패산로4길 17 (하월곡동),롯데마켓999 하월곡점,구분없음,201621.331749529,456272.261670237
1,영업/정상,서울특별시 성북구 월계로40길 7 (장위동),롯데마이슈퍼 장위점,구분없음,204208.631200867,457844.348010616
1,영업/정상,서울특별시 성북구 정릉로 307 (정릉동),롯데마이슈퍼 정릉점,구분없음,201548.495615664,455659.81785175
1,영업/정상,서울특별시 은평구 진흥로 103 (역촌동),롯데쇼핑(주) 롯데슈퍼 역촌점,그 밖의 대규모점포,193083.765685506,455978.010581693
1,영업/정상,서울특별시 광진구 능동로 92 (자양동),롯데백화점 건대스타시티점,백화점,206217.434726027,448506.218743834